2023-04-06 20:05:59,496 - INFO - ——————程序运行开始——————
2023-04-06 20:05:59,496 - INFO - ——————————————————————
2023-04-06 20:05:59,496 - INFO - ——————输出训练参数——————
2023-04-06 20:05:59,496 - INFO - Batch_size：12
2023-04-06 20:05:59,497 - INFO - Epochs：1
2023-04-06 20:05:59,497 - INFO - Learning_rate：2e-05
2023-04-06 20:05:59,497 - INFO - max_seq_length：128
2023-04-06 20:05:59,497 - INFO - num_labels：2
2023-04-06 20:05:59,497 - INFO - ——————————————————————
2023-04-06 20:05:59,534 - INFO - GPU is available
2023-04-06 20:06:01,646 - INFO - 谣言数据总量为：1538
2023-04-06 20:06:01,647 - INFO - 非谣言数据总量为：1849
2023-04-06 20:06:01,663 - INFO - 数据文本生成成功！
2023-04-06 20:06:01,786 - INFO - 成功划分训练集和测试集！
2023-04-06 20:06:47,464 - INFO - ————————————————模型测试开始————————————————
2023-04-06 20:06:47,466 - INFO - 输入实际标签为：[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
2023-04-06 20:06:48,160 - INFO - 输入预测标签为：[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
2023-04-06 20:06:48,162 - INFO - 输入实际标签为：[1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]
2023-04-06 20:06:48,257 - INFO - 输入预测标签为：[1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0]
2023-04-06 20:06:48,259 - INFO - 输入实际标签为：[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1]
2023-04-06 20:06:48,355 - INFO - 输入预测标签为：[0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1]
2023-04-06 20:06:48,357 - INFO - 输入实际标签为：[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]
2023-04-06 20:06:48,451 - INFO - 输入预测标签为：[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]
2023-04-06 20:06:48,454 - INFO - 输入实际标签为：[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]
2023-04-06 20:06:48,547 - INFO - 输入预测标签为：[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]
2023-04-06 20:06:48,549 - INFO - 输入实际标签为：[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1]
2023-04-06 20:06:48,642 - INFO - 输入预测标签为：[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1]
2023-04-06 20:06:48,644 - INFO - 输入实际标签为：[1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]
2023-04-06 20:06:48,737 - INFO - 输入预测标签为：[1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]
2023-04-06 20:06:48,739 - INFO - 输入实际标签为：[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]
2023-04-06 20:06:48,832 - INFO - 输入预测标签为：[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]
2023-04-06 20:06:48,833 - INFO - 输入实际标签为：[1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]
2023-04-06 20:06:48,927 - INFO - 输入预测标签为：[1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1]
2023-04-06 20:06:48,929 - INFO - 输入实际标签为：[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]
2023-04-06 20:06:49,022 - INFO - 输入预测标签为：[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]
2023-04-06 20:06:49,024 - INFO - 输入实际标签为：[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1]
