v2023-04-06 21:05:13,688 - INFO - ——————程序运行开始——————
2023-04-06 21:05:13,688 - INFO - ——————————————————————
2023-04-06 21:05:13,689 - INFO - ——————输出训练参数——————
2023-04-06 21:05:13,689 - INFO - Batch_size：12
2023-04-06 21:05:13,689 - INFO - Epochs：1
2023-04-06 21:05:13,689 - INFO - Learning_rate：2e-05
2023-04-06 21:05:13,689 - INFO - max_seq_length：256
2023-04-06 21:05:13,690 - INFO - num_labels：2
2023-04-06 21:05:13,690 - INFO - ——————————————————————
2023-04-06 21:05:13,731 - INFO - GPU is available
2023-04-06 21:05:13,784 - INFO - 谣言总数：6152 条
2023-04-06 21:05:13,785 - INFO - 非谣言总数：7396 条
2023-04-06 21:05:13,879 - INFO - 成功划分训练集和测试集！
2023-04-06 21:05:13,879 - INFO - 训练集：12193 条
2023-04-06 21:05:13,879 - INFO - 测试集：1355 条
2023-04-06 21:05:48,638 - INFO - ————————————————模型测试开始————————————————
2023-04-06 21:05:48,641 - INFO - 输入实际标签为：[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]
2023-04-06 21:05:49,342 - INFO - 输入预测标签为：[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]
2023-04-06 21:05:49,343 - INFO - 输入实际标签为：[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]
2023-04-06 21:05:49,518 - INFO - 输入预测标签为：[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]
2023-04-06 21:05:49,520 - INFO - 输入实际标签为：[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0]
2023-04-06 21:05:49,696 - INFO - 输入预测标签为：[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0]
2023-04-06 21:05:49,698 - INFO - 输入实际标签为：[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]
2023-04-06 21:05:49,874 - INFO - 输入预测标签为：[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]
2023-04-06 21:05:49,876 - INFO - 输入实际标签为：[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1]
2023-04-06 21:05:50,053 - INFO - 输入预测标签为：[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1]
